"","x"
"155",0.267270334139322
"156",0.135273922700435
"157",0.586416512699731
"158",0.977432692988332
"159",0.189980302626888
"160",0.162793439812958
"161",0.0308008496467732
"162",0.14967892318964
"163",0.355799296546384
"164",0.191952555906028
"165",0.56426167671562
"166",0.505043212939317
"167",0.221405398566276
"168",0.512973108611314
"169",0.148959412705153
"170",0.159137637595636
"171",0.667996543121147
"172",0.814518669578147
"173",0.134207825642079
"174",0.0344385642628981
"175",0.493513765406418
"176",0.231372509758576
"177",0.0599198323929374
"178",0.024456382372838
"179",0.0977299965136145
"180",0.482651127995756
"181",0.752236283691222
"182",0.234555574625688
"183",0.336647381681605
"184",0.0170727344229817
"185",0.373797292186225
"186",0.0126882505913575
"187",0.194349871637921
"188",0.379369849635565
"189",0.0366696789860725
"190",0.132304205467604
"191",0.0699143406624595
"192",0.079652326181531
"193",0.0515790043088297
"194",0.225228925080349
"195",0.0197508912533522
"196",0.0368082751554848
"197",0.270013341976607
"198",0.79937209122649
"199",0.0445400569587946
"200",0.305868268207822
"201",0.0714892861433327
"202",0.0268645581478874
"203",0.38322118668348
"204",0.164718641589085
"205",0.175612045296778
"206",1.36427575032365
"207",0.264216829664386
"208",0.691955536575922
"209",0.309354121472343
"210",1.27273138543419
"211",0.500268817967979
"212",0.295873167600139
"213",0.217766448234518
"214",1.26971746663702
"215",0.355632830086752
"216",0.0247087779765328
"217",0.548295139218399
"218",0.0216169022023678
"219",0.000895392343643749
"220",0.200559187370042
"221",0.123275205416125
"222",0.328731776201133
"223",0.711940105280555
"224",0.215408655193945
"225",0.453232399794861
"226",0.0793842802134653
"227",0.408295614630882
"228",0.0967090785364584
"229",0.198672548402101
"230",0.167208857368678
"231",0.120339557838937
"232",0.0932687820249977
"233",0.577769466337371
"234",0.0445167040059861
"235",0.144054972660695
"236",0.547736031906613
"237",0.00950385634127601
"238",0.338063804418747
"239",0.364910069218183
"240",0.433169322384799
"241",0.233424397368423
"242",0.230348792858422
"243",0.031346348850461
"244",0.0273022671851019
"245",0.137160698262354
"246",0.153541988072296
"247",0.097382101851205
"248",0.117739910174107
"249",0.0711386931749682
"250",0.0607882669816414
"251",0.00627992938583096
"252",0.0643986030857563
"253",0.0697895740875739
"254",0.366471914560501
"255",0.0251102151038746
"256",0.0356563511304557
"257",0.350794489791894
"258",0.136935335273544
"259",0.335179161065331
"260",0.147493154741824
"261",0.149187906024357
"262",0.18787564492474
"263",0.944966398123519
"264",0.101033227815255
"265",0.261426769280057
"266",0.15731937950477
"267",0.0890117979918917
"268",0.186287915954987
"269",0.324512634890421
"270",0.0892280479120909
"271",0.760989231946778
"272",0.0500662924981997
"273",0.18402514886111
"274",0.163751263792316
"275",0.504606383514214
"276",0.469510348485716
"277",0.0988735529842521
"278",0.0381691036745906
"279",0.586139434198411
"280",0.178717117601385
"281",0.160470404196531
"282",0.0239963143443068
"283",0.030934473965317
"284",0.0914932390054067
"285",2.10221552393304
"286",0.485606435658344
"287",0.0661271894350648
"288",0.788589670591267
"289",0.18390025338158
"290",0.204222156279827
"291",0.901914911302638
"292",0.183458942454308
"293",0.225420182570815
"294",0.494323670836099
"295",0.424057566631161
"296",0.160131975260576
"297",0.00983446989075419
"298",1.42763329452682
"299",0.649808618522493
"300",0.49274929485898
"301",0.132303211372346
"302",0.874358028752319
"303",0.234835577663201
"304",0.514610568654347
"305",0.57621634127876
"306",0.0289661746641616
"307",0.524689373221803
"308",0.569863737222362
"309",1.2489997247756
"310",0.049023628855745
"311",0.184763556656738
"312",0.198558504227549
"313",0.00194141336024461
"314",0.000571028194329069
"315",0.723494447104844
"316",0.0141334780430327
"317",0.37344272743752
"318",0.103493251216908
"319",0.316946844604351
"320",0.0571289010626794
"321",0.0461656360244008
"322",0.206412902846555
"323",0.797816141776951
"324",0.157545517509182
"325",0.454765761257116
"326",0.172437957798441
"327",0.274882401325707
"328",0.359354990774062
"329",0.464257422940814
"330",0.0665995900184685
"331",0.426580328169866
"332",0.440390598635777
"333",0.677077030735024
"334",0.531040051741269
"335",0.179842154029757
"336",0.980227356099701
"337",0.225070818637808
"338",0.170453127163152
"339",0.0648088228578369
"340",0.0736492291275292
"341",0.219094997116675
"342",0.935539782941421
"343",0.044930941490764
"344",0.225428839835028
"345",0.624144000283686
"346",0.38202346425345
"347",0.458453242963457
"348",0.381160231603587
"349",0.393013562372232
"350",0.241950524646445
"351",0.295640895564667
"352",0.557624842322676
"353",0.13273809865738
"354",0.635141033030359
"355",0.397108215514227
"356",0.0417300970293581
"357",0.262134126603098
"358",0.368676169761423
"359",0.213591904689868
"360",0.0867399666458368
"361",0.473779825465687
"362",0.151585674534241
"363",0.306235878403886
"364",0.356093015507762
"365",0.0185968593383829
"366",0.24783349377255
"367",0.0324425776489079
"368",0.010506885605472
"369",0.378845334039037
"370",0.551591118859616
"371",0.298347059002423
"372",0.287958979903066
"373",0.0132344085753571
"374",0.37110590157251
"375",0.24787642633291
"376",0.124432797698925
"377",0.0173639911226928
"378",0.0334330977251132
"379",0.0923132062889636
"380",0.127326782948027
"381",0.587368483937589
"382",0.176341179447869
"383",0.0858129444532096
"384",0.603639493978826
"385",0.503477415662813
"386",0.154958408791572
"387",0.0097731136059484
"388",0.129920589427153
"389",0.0300833913497627
"390",0.0638558137665812
"391",0.0959032390577098
"392",1.05436832861808
"393",0.0636915720850145
"394",0.435115466811661
"395",0.244804198218787
"396",0.0564164041231076
"397",0.2167368636777
"398",0.231968956881828
"399",0.301051677811547
"400",0.581610254294483
"401",0.00946486405434896
"402",0.878659056457591
"403",0.291477677087887
"404",0.529724476830967
"405",0.475852682388497
"406",0.391752157967194
"407",0.646203855645466
"408",0.174930699014415
"409",0.555553995893533
"410",0.225761855952442
"411",0.0675103212706745
"412",0.634193377560855
"413",0.0607740182888439
"414",0.456284522064928
"415",0.149351496404658
"416",0.0267261137294595
"417",0.276700371551915
"418",0.0773920672945678
"419",0.117442737333477
"420",0.052665114402771
"421",0.0604405368988713
"422",1.14783465856673
"423",0.930002886428461
"424",0.0378264405346589
"425",1.00224480282061
"426",0.399850702209675
"427",0.110379539430141
"428",0.226625961872439
"429",0.808029570264332
"430",0.06381707234929
"431",1.34500863333992
"432",0.00542750543521904
"433",0.0897359812112683
"434",0.0259248755561809
"435",0.589521880544035
"436",0.389653714049264
"437",0.188428143660227
"438",0.06026623553286
"439",0.0850429846098161
"440",0.629623407478393
"441",0.273201952674393
"442",0.0656347422922122
"443",0.291619594815775
"444",0.267182554414773
"445",0.121701073056708
"446",0.028897236722211
"447",0.426186753733361
"448",0.105128570459783
"449",0.711782626144799
"450",0.0645287832501316
"451",0.570767916090099
"452",0.236801488621438
"453",0.121511306458463
"454",0.00621857255085994
"455",0.00228280698259672
"456",0.250293834741815
"457",0.209546380676329
"458",0.228129473980516
"459",0.168155000862698
"460",0.161405786251028
"461",0.0261706962871055
"462",0.132953072121988
"463",0.132211503107101
"464",0.321716757787669
"465",0.0373578562090794
"466",0.164812670710186
"467",0.182134137333681
"468",0.336109547551378
"469",0.101221775636077
"470",0.31947758575122
"471",0.0774702741764486
"472",0.651071133684921
"473",0.172509025471906
"474",0.0626397891901433
"475",0.0114441166321437
"476",0.410594850764577
"477",0.586604905597178
"478",0.555617322700229
"479",0.171128069361051
"480",0.00550347690780958
"481",0.415465671244665
"482",0.767861695918155
"483",0.0160652581172699
"484",0.561072496242454
"485",0.0447240551002324
"486",0.211310646031052
"487",0.800937335275324
"488",0.152681998081531
"489",0.0502779241651297
"490",0.157896508617947
"491",0.269189183383167
"492",0.302364975407997
"493",0.0585310460062254
"494",0.115556331040959
"495",0.282724038373335
"496",0.070790140441486
"497",0.932636954156535
"498",0.231944890989268
"499",0.267779890744293
"500",0.824809212816469
"501",0.173022118862718
"502",0.104460726802548
"503",0.912467983198873
"504",0.136042502243072
"505",0.467594235959353
"506",0.147158513974503
"507",0.365089131194755
"508",0.284187094294433
"509",0.997370972560372
"510",0.0873002323011557
"511",0.285375612773899
"512",0.19093130443695
"513",0.105478638627877
"514",0.153273807683339
"515",0.0589264193549752
"516",0.735345976385188
"517",1.08688944324217
"518",0.0456413771423361
"519",0.123396957603594
"520",0.522973692840373
"521",0.15387742438664
"522",0.557363695546745
"523",0.0901812773057183
"524",1.59311131255371
"525",0.0416461590987941
"526",0.371927121019268
"527",0.785774193041237
"528",0.301002886132304
"529",0.224774566789468
"530",0.0449295257598171
"531",0.108530143741518
"532",0.598044752425758
"533",0.162360403391713
"534",0.0163149274885654
"535",0.271155684861942
"536",0.159844019295027
"537",0.60427833345712
"538",0.515238814561624
"539",0.109241898689307
"540",0.0773473313902629
"541",0.757608028086734
"542",0.463988167021024
"543",0.260542369123205
"544",0.420783182592098
"545",0.0724145215936005
"546",0.316630196433171
"547",0.538046433251905
"548",0.0937793270374338
"549",0.219889121750991
"550",0.342249737843649
"551",0.271126561235082
"552",0.227568842315425
"553",0.141774434906741
"554",0.124879578438898
"555",1.96938104916337
"556",0.0795508661928276
"557",0.0766346505843103
"558",0.070615075360459
"559",0.187275107794752
"560",0.0703423557182153
"561",0.111713354786237
"562",0.971985650503254
"563",0.993167194787261
"564",0.255263433467253
"565",0.862153962833397
"566",0.406983907630944
"567",0.402615469866399
"568",0.11238741222769
"569",0.0251237583967547
"570",0.00416119505340854
"571",0.216143481368413
"572",0.360748108772838
"573",0.280464271690353
"574",0.213741381031771
"575",0.399352081106011
"576",0.287106326030328
"577",0.597475025774845
"578",0.379491193206016
"579",0.304392941481136
"580",0.210811890040835
"581",0.590364386609999
"582",1.00846083870783
"583",0.540763883202629
"584",0.208657336731752
"585",0.102372410086294
"586",0.807460884832056
"587",0.146593002292017
"588",0.23580824737589
"589",0.760461219682242
"590",1.1099951241847
"591",0.556139068029134
"592",0.0170591899504557
"593",0.492869081027841
"594",0.0934311316038171
"595",0.139518831546108
"596",0.685304965795883
"597",0.154627424664795
"598",0.611388408514708
"599",0.0445419474511675
"600",0.214027062834551
"601",0.202534247810642
"602",0.388958731341763
"603",0.151056166841443
"604",0.105766929530849
"605",0.418644978961253
"606",0.211227176555743
"607",0.118930351294135
"608",0.297069601077554
"609",0.0290905840451699
"610",0.113275500790526
"611",0.179583437896023
"612",0.0585205280221999
"613",0.228093973826617
"614",0.0341732513773148
"615",0.142677497381646
"616",0.606425687920549
"617",0.320599913583104
"618",0.012023348826915
"619",1.07225291425349
"620",0.0580415045842528
"621",0.0632459314850469
"622",0.0319298317966362
"623",0.0123358232279619
"624",0.265236227709096
"625",0.282430075045477
"626",0.258540950085316
"627",0.0374512531173726
"628",0.946660518590228
"629",0.310446469409668
"630",0.149754122311905
"631",0.0815445027775906
"632",0.455762504585985
"633",0.00959642799526212
"634",0.044286563295387
"635",0.141856541865524
"636",0.184887090077003
"637",0.317865191564487
"638",0.271508802027722
"639",0.0151132935037216
"640",0.15754393596823
"641",0.0444789800482492
"642",0.453721126217051
"643",0.444664779726072
"644",0.212043383003523
"645",0.15476155669118
"646",0.125899993659308
"647",0.735157574795397
"648",0.281774604989493
"649",0.634905204769778
"650",0.351726542833849
"651",0.0902435192838311
"652",0.249566840304339
"653",0.159811174497008
"654",0.143676492075125
"655",0.767201210640582
"656",0.533766711102732
"657",0.417330656186644
"658",0.416631193969646
"659",0.0361841497942805
"660",0.452800068679853
"661",0.169220683009674
"662",0.455031349309687
"663",2.36871372507377
"664",0.274818298082455
"665",0.0532088053102295
"666",1.92097108567748
"667",0.646236667381533
"668",0.85427510423731
"669",0.0876882922214766
"670",0.886044310363841
"671",0.079729448693494
"672",0.0711527310001353
"673",0.221247058516989
"674",0.383639527338094
"675",0.453530911031767
"676",0.366566364018524
"677",0.293831838280861
"678",0.643219432455111
"679",0.803680866682468
"680",0.196079499709109
"681",0.149728859016257
"682",0.151570498876541
"683",0.785708093973708
"684",0.0833686541619567
"685",0.55637625712921
"686",0.173921768356615
"687",0.138601930757288
"688",0.205703962128609
"689",1.07714323346071
"690",0.709103984716249
"691",0.370951214480801
"692",0.281927049146001
"693",0.760436305734229
"694",0.0673981546424329
"695",0.0453088858140673
"696",0.0444686958955211
"697",0.752248031976533
"698",0.0597677962197145
"699",1.11274641994995
"700",0.0505686321606239
"701",0.390205585694218
"702",0.349504593435331
"703",0.0173575514415003
"704",0.252053389001294
"705",0.683850733535298
"706",0.121196576859802
"707",0.274469328098897
"708",0.825639519177588
"709",0.379985332475011
"710",0.0869793634240826
"711",0.09218467813104
"712",0.0922142028214879
"713",0.118749780269961
"714",0.00805316880966226
"715",0.320733057631457
"716",0.495333617220975
"717",0.224411802366376
"718",0.483462834702738
"719",0.148904478022208
"720",1.02216340293783
"721",0.296999448585912
"722",0.952003525503974
"723",0.345085645058413
"724",0.0585474325391892
"725",0.0302968855636815
"726",0.889627431166879
"727",0.160373229843875
"728",0.700243781589182
"729",0.0270179840642561
"730",0.236309017788667
"731",0.0111085239718407
"732",0.0705525980891627
"733",0.858713657242767
"734",0.126855678496253
"735",0.373449189101872
"736",0.339001825686201
"737",0.0346508612872044
"738",0.16817083551238
"739",0.323715142732957
"740",0.550584370995211
"741",0.104927411923806
"742",0.710583857529076
"743",0.274382555222416
"744",0.106192126094053
"745",0.102691513020545
"746",0.0637332630132362
"747",0.664886392624982
"748",0.107687506514291
"749",0.531579408005695
"750",0.0217922879903592
"751",1.59693529820981
"752",0.115909053012729
"753",0.299970842094119
"754",0.490356257157334
"755",0.80901439794174
"756",0.233601973883095
"757",0.140210958973815
"758",1.29985608339759
"759",0.0314041577117066
"760",0.437045206922694
"761",0.0712545290589333
"762",0.112768530379981
"763",0.140775409032267
"764",0.248918109834359
"765",0.381663822324359
"766",0.0827571700016657
"767",0.264042443426267
"768",0.00105249990398685
"769",0.0304979868233204
"770",0.170912648706386
"771",0.0234390928887613
"772",0.107373523370673
"773",0.233516118475203
"774",0.437991994419102
"775",0.257629619323569
"776",0.0355340855506559
"777",0.513571949026791
"778",0.0608237491299709
"779",0.0501125001337222
"780",0.181286255984257
"781",0.533048106950331
"782",0.829857097896648
"783",0.0413132690673095
"784",0.0640306631822448
"785",0.183775753869365
"786",0.447089615263943
"787",0.11536034134527
"788",0.473987282536237
"789",0.517545387120851
"790",0.629227683540988
"791",0.464450194207343
"792",0.568012117069769
"793",0.0540416630295416
"794",0.231240443250442
"795",0.418410384703084
"796",0.288302032365481
"797",0.412462834254805
"798",0.213726223135988
"799",0.239675552549843
"800",0.0710938045891848
"801",0.0484617591525118
"802",1.87076377360745
"803",0.161298766887436
"804",0.144030742968122
"805",0.554075487605131
"806",0.301391688782378
"807",0.442899610522791
"808",0.0177147990447011
"809",0.030795370383809
"810",0.0542826549827344
"811",0.0910489157152673
"812",0.260279463976251
"813",0.293944932506386
"814",0.182720783942689
"815",0.156344168664267
"816",0.0201664986088872
"817",0.00637545793627699
"818",0.295675925586029
"819",0.675759546430715
"820",0.389406987769289
"821",0.0729329599134734
"822",0.152707564178854
"823",0.169017628145715
"824",0.0248384793909887
"825",0.245977249913816
"826",0.0547687013407658
"827",0.48046111014018
"828",0.084749822349598
"829",1.15224780136706
"830",0.246211815921867
"831",0.0718406112864614
"832",0.863749052666338
"833",0.685814771773227
"834",0.248361013505264
"835",0.297445987026795
"836",0.116060646428133
"837",0.104039021183585
"838",0.154937856675436
"839",0.450430257852777
"840",0.410342094474439
"841",0.164703849750502
"842",0.121836886844264
"843",0.659531779559263
"844",0.243762522300983
"845",0.0387712915738424
"846",0.0551687065792198
"847",0.0563673780610164
"848",0.198147238217665
"849",0.109915089327842
"850",0.389956908596957
"851",0.343277541296612
"852",0.0114050388315742
"853",0.131939142787208
"854",0.00170234327515689
"855",0.130982238488893
"856",0.268720525302891
"857",0.0350103403131167
"858",0.184906294589094
"859",0.0271186708470489
"860",0.236129289168521
"861",0.131549844207863
"862",0.263626427038463
"863",1.13618597134314
"864",1.63405346426003
"865",0.0291120318385462
"866",0.537384026966302
"867",0.19432957827424
"868",0.228161742600302
"869",0.0472098843504985
"870",0.265350933793589
"871",0.38707492033482
"872",0.0434190262663982
"873",0.917797169916542
"874",0.54860345519762
"875",0.332893150844578
"876",0.209267842893799
"877",1.01365348456241
"878",0.379084713432594
"879",0.389063889146749
"880",0.629654935843555
"881",0.162192405356715
"882",0.344073499228462
"883",0.444388088135326
"884",0.290017610898641
"885",0.470453144954451
"886",0.245023039776488
"887",0.600667022160408
"888",0.150958906548719
"889",0.026230406649817
"890",0.144265277776867
"891",0.130664191829662
"892",0.561266697294323
"893",0.109633692182593
"894",0.269128527478282
"895",0.188131757235775
"896",0.266053633129501
"897",0.308994484133579
"898",0.20451649169748
"899",1.23971512608648
"900",0.273916994797416
"901",1.33261791608203
"902",0.205400618414084
"903",0.013489025644958
"904",1.20601853907557
"905",0.16434105902565
"906",1.85729574649258
"907",0.164825362308572
"908",0.0222618399808804
"909",0.0282929726773185
"910",0.181050935915361
"911",0.202090354791532
"912",1.4121335069037
"913",0.0363526415700714
"914",0.410007490452035
"915",0.296241289215352
"916",1.04138428960603
"917",0.100215740966372
"918",0.286268992956384
"919",0.362218962968294
"920",0.0416295590500037
"921",0.480632922864875
"922",0.0614592232741416
"923",0.669617970756499
"924",0.348010057879889
"925",0.0568805225614094
"926",0.241545672234436
"927",1.13691330447159
"928",0.258113992696905
"929",1.0275368617938
"930",0.166477374732494
"931",2.00181968498948
"932",0.480067293298018
"933",0.0814115023240447
"934",0.436391071402435
"935",0.260232298310502
"936",1.57590963062189
"937",0.280339030224486
"938",0.252868089498561
"939",0.136368707753718
"940",0.181986214593053
"941",0.353793671340648
"942",0.0768984090083409
"943",0.11937303164585
"944",0.202914305496961
"945",0.149988302495331
"946",0.367837666830325
"947",0.106935059806953
"948",0.0689755641904065
"949",0.275665024902328
"950",0.486166666112448
"951",0.00508604602267345
"952",0.100911279364179
"953",0.0590377608956214
"954",0.640918164175558
"955",0.134025833879908
"956",0.22720572088504
"957",0.105362945857147
"958",1.68538470618559
"959",0.0291558688816925
"960",0.703227559062553
"961",0.0781578707911511
"962",0.333967302744729
"963",0.210625452299913
"964",0.227694063913077
"965",0.421877603032593
"966",0.340168018321856
"967",0.191954861860722
"968",0.249994031193998
"969",0.113492704368696
"970",0.258114886456136
"971",0.475002051662674
"972",0.657070459149091
"973",0.279341529279525
"974",0.116729768148955
"975",0.547145936610111
"976",0.314632058129613
"977",0.0869836936083933
"978",1.46020049417426
"979",0.0278987236437048
"980",0.554944832470822
"981",1.13645767911634
"982",0.692087250423241
"983",0.561642055061269
"984",0.642325018815009
"985",1.44306060290875
"986",0.1437272788512
"987",0.731894020570032
"988",0.221854289527982
"989",0.292870735514799
"990",0.390229688322449
"991",0.784826971227978
"992",0.190061160363257
"993",0.0303808174406489
"994",0.538585890677381
"995",0.00698279744635026
"996",1.21311343888891
"997",0.0669464335466425
"998",0.0188985532473796
"999",0.498701895272688
"1000",0.282871688797751
"1001",0.296482269625388
"1002",0.0699304093917211
"1003",0.074460635582606
"1004",0.011738825434198
"1005",0.277848720846975
"1006",0.217481236749639
"1007",0.565317171287346
"1008",0.0377907658306261
"1009",0.0995564029241602
"1010",0.69042988491238
"1011",0.532572522731431
"1012",0.0443637462643286
"1013",0.185540625670304
"1014",0.066110088955611
"1015",0.0172298965361633
"1016",0.133620857105901
"1017",0.376502951282664
"1018",0.232048572152653
"1019",0.431993153242672
"1020",0.745939133646798
"1021",0.252475158297424
"1022",0.191119689183931
"1023",0.490307084048548
"1024",0.446368017530346
"1025",0.706940927190296
"1026",0.140810418718805
"1027",0.301314367898707
"1028",0.0865652367162208
"1029",0.0155563222554823
"1030",0.590895003921596
"1031",0.0321268976355592
"1032",0.747793435387524
"1033",0.425626795104051
"1034",0.441469855282112
"1035",0.159803997725248
"1036",0.114660078038772
"1037",0.933438092414157
"1038",0.380889789187316
"1039",0.146288170479238
"1040",0.243969203579827
"1041",0.481646249042757
"1042",0.349386866190438
"1043",0.0432169054013987
"1044",0.00263268779963255
"1045",0.152737741824239
"1046",0.159328422819575
"1047",1.35850394448094
"1048",0.186082145975282
"1049",0.18527812088036
"1050",0.500170297271816
"1051",0.636667545157161
"1052",0.349194649228262
"1053",0.63627329652191
"1054",0.0844852463342249
"1055",0.307371957524025
"1056",0.386670685669684
"1057",0.441014736374688
"1058",0.0253324195121725
"1059",0.50464831786534
"1060",0.652721546562322
"1061",0.431884334719086
"1062",0.487912646777241
"1063",0.114118916292985
"1064",0.0581537449421982
"1065",0.295829486708744
"1066",0.209176671380798
"1067",0.90994923743875
"1068",0.93307012810669
"1069",0.2568801495417
"1070",0.00895452266229978
"1071",0.227576631276558
"1072",0.00778072513639927
"1073",0.441836724043791
"1074",0.121406215553482
"1075",0.436745423809592
"1076",0.139587012430032
"1077",0.121947594777187
"1078",0.929942811472829
"1079",0.270114505959952
"1080",0.398606637789214
"1081",0.208537941798568
"1082",0.00538150792414383
"1083",0.622557383665409
"1084",1.24432015176951
"1085",0.048955414198578
"1086",0.611313322539284
"1087",0.238265929729644
"1088",1.74051192126776
"1089",0.0805365404424568
"1090",0.474945904161722
"1091",0.0694943044024209
"1092",0.769596003137164
"1093",0.380476049133543
"1094",0.747783097706946
"1095",0.112750614216899
"1096",0.179977689404041
"1097",0.0765757507080336
"1098",0.0450241713302627
"1099",0.143373398575932
"1100",0.105664926891526
"1101",0.967008455636645
"1102",0.488800834114963
"1103",0.257156684359813
"1104",0.0238012316015859
"1105",0.227546999541422
"1106",0.12954793498799
"1107",0.304836572449621
"1108",0.215828649078806
"1109",0.124942956802746
"1110",0.21593366501232
"1111",0.0278861657716334
"1112",0.037930134528627
"1113",0.173478859213483
"1114",0.26645828502715
"1115",0.0700064559778279
"1116",0.329239041220053
"1117",0.00222915379951398
"1118",0.574875909186212
"1119",1.0346277107235
"1120",0.126142921236654
"1121",0.238542962681758
"1122",0.676212018327721
"1123",0.219641979938994
"1124",0.161140746747454
"1125",0.391251205763125
"1126",0.347124765613083
"1127",0.546909432074739
"1128",0.0828802284915397
"1129",0.611061571758795
"1130",0.515058850772861
"1131",0.289421133438307
"1132",0.519843155490168
"1133",0.0444745093894501
"1134",0.502331944434931
"1135",0.0423615258187056
"1136",0.281397204559279
"1137",0.408059241236154
"1138",0.303699421992803
"1139",0.0277075190097094
"1140",0.0407034076439838
"1141",0.0509606607568761
"1142",0.0261329792750378
"1143",1.09974754596116
"1144",0.37883080447555
"1145",0.0109155443023137
"1146",0.260946906584331
"1147",0.0294950299781637
"1148",0.280094312377177
"1149",0.292298446395401
"1150",0.240980434082192
"1151",0.375211079901362
"1152",0.0436042323708534
"1153",0.0447711564809417
"1154",0.126591850038216
"1155",0.0490913307173274
"1156",0.107767922601253
"1157",0.465758164020355
"1158",0.0236118120762209
"1159",0.736732039288768
"1160",0.129703661892563
"1161",0.0879916705000405
"1162",0.0672199043920332
"1163",0.321821634249994
"1164",0.136371397723754
"1165",0.25154866556168
"1166",0.062573054805398
"1167",0.210850824601948
"1168",0.987134819173432
"1169",0.224997215749075
"1170",0.00426687595124046
"1171",0.493453998711515
"1172",0.25393159006106
"1173",0.474935096685671
"1174",0.00996559966976444
"1175",0.691002568822909
"1176",0.11879594422256
"1177",0.250119254444121
"1178",0.651724139821339
"1179",0.607547477574949
"1180",0.737615331344517
"1181",0.236355345682208
"1182",0.386564911639595
"1183",0.459461155643964
"1184",0.596780074732312
"1185",0.0898801550398059
"1186",1.32214166899971
"1187",0.0723587612931927
"1188",0.0925191295449106
"1189",0.513858912737914
"1190",0.375043855034713
"1191",0.458263484436675
"1192",0.246281277834723
"1193",0.0581032700193303
"1194",0.262994000363751
"1195",0.0639481424974898
"1196",0.113028662589689
"1197",0.589338998592703
"1198",0.323665344142322
"1199",0.667174873845585
"1200",1.11283859853309
"1201",0.212310981936753
"1202",0.76426812940112
"1203",0.17102793774878
"1204",0.446183841661517
"1205",0.0278056271627583
"1206",0.864899358980568
"1207",0.0109948498197936
"1208",0.162115758905808
"1209",0.294422424073919
"1210",0.57618946455102
"1211",0.0656154078120987
"1212",0.66867477133553
"1213",1.36996394078386
"1214",0.673566717626461
"1215",0.0526768256289264
"1216",0.234773592242345
"1217",0.156263868169238
"1218",0.819517059209657
"1219",0.367231446925207
"1220",0.18784669196854
"1221",0.0859246862431367
"1222",0.244722315014999
"1223",0.00251313702513774
"1224",0.0728908581659198
"1225",0.122463263625524
